"zemja1","zemja2","godina","vecher","poeni"
"Portugal","Israel",2006,"F",0
"Romania","Israel",2006,"F",0
"Russia","Israel",2006,"F",0
"Serbia and Montenegro","Israel",2006,"F",0
"Slovenia","Israel",2006,"F",0
"Spain","Israel",2006,"F",0
"Sweden","Israel",2006,"F",0
"Switzerland","Israel",2006,"F",0
"Turkey","Israel",2006,"F",0
"Ukraine","Israel",2006,"F",0
"United Kingdom","Israel",2006,"F",0
"Albania","Latvia",2006,"F",0
"Andorra","Latvia",2006,"F",0
"Armenia","Latvia",2006,"F",0
"Belarus","Latvia",2006,"F",0
"Belgium","Latvia",2006,"F",0
"Bosnia and Herzegovina","Latvia",2006,"F",0
"Bulgaria","Latvia",2006,"F",0
"Croatia","Latvia",2006,"F",0
"Cyprus","Latvia",2006,"F",0
"Denmark","Latvia",2006,"F",0
"Estonia","Latvia",2006,"F",3
"Finland","Latvia",2006,"F",0
"France","Latvia",2006,"F",0
"Germany","Latvia",2006,"F",0
"Greece","Latvia",2006,"F",0
"Iceland","Latvia",2006,"F",0
"Ireland","Latvia",2006,"F",4
"Israel","Latvia",2006,"F",0
"Lithuania","Latvia",2006,"F",8
"Macedonia","Latvia",2006,"F",0
"Malta","Latvia",2006,"F",0
"Moldova","Latvia",2006,"F",0
"Monaco","Latvia",2006,"F",8
"Netherlands","Latvia",2006,"F",0
"Norway","Latvia",2006,"F",0
"Poland","Latvia",2006,"F",0
"Portugal","Latvia",2006,"F",0
"Romania","Latvia",2006,"F",0
"Russia","Latvia",2006,"F",1
"Serbia and Montenegro","Latvia",2006,"F",0
"Slovenia","Latvia",2006,"F",0
"Spain","Latvia",2006,"F",0
"Sweden","Latvia",2006,"F",0
"Switzerland","Latvia",2006,"F",0
"Turkey","Latvia",2006,"F",0
"Ukraine","Latvia",2006,"F",4
"United Kingdom","Latvia",2006,"F",2
"Albania","Norway",2006,"F",0
"Andorra","Norway",2006,"F",0
"Armenia","Norway",2006,"F",1
"Belarus","Norway",2006,"F",1
"Belgium","Norway",2006,"F",0
"Bosnia and Herzegovina","Norway",2006,"F",0
"Bulgaria","Norway",2006,"F",0
"Croatia","Norway",2006,"F",0
"Cyprus","Norway",2006,"F",0
"Denmark","Norway",2006,"F",1
"Estonia","Norway",2006,"F",0
"Finland","Norway",2006,"F",5
"France","Norway",2006,"F",0
"Germany","Norway",2006,"F",0
"Greece","Norway",2006,"F",2
"Iceland","Norway",2006,"F",4
"Ireland","Norway",2006,"F",0
"Israel","Norway",2006,"F",0
"Latvia","Norway",2006,"F",6
"Lithuania","Norway",2006,"F",0
"Macedonia","Norway",2006,"F",0
"Malta","Norway",2006,"F",0
"Moldova","Norway",2006,"F",3
"Monaco","Norway",2006,"F",1
"Netherlands","Norway",2006,"F",0
"Poland","Norway",2006,"F",0
"Portugal","Norway",2006,"F",0
"Romania","Norway",2006,"F",0
"Russia","Norway",2006,"F",7
"Serbia and Montenegro","Norway",2006,"F",0
"Slovenia","Norway",2006,"F",0
"Spain","Norway",2006,"F",0
"Sweden","Norway",2006,"F",2
"Switzerland","Norway",2006,"F",0
"Turkey","Norway",2006,"F",0
"Ukraine","Norway",2006,"F",3
"United Kingdom","Norway",2006,"F",0
"Albania","Spain",2006,"F",6
"Andorra","Spain",2006,"F",12
"Armenia","Spain",2006,"F",0
"Belarus","Spain",2006,"F",0
"Belgium","Spain",2006,"F",0
"Bosnia and Herzegovina","Spain",2006,"F",0
"Bulgaria","Spain",2006,"F",0
"Croatia","Spain",2006,"F",0
"Cyprus","Spain",2006,"F",0
"Denmark","Spain",2006,"F",0
"Estonia","Spain",2006,"F",0
"Finland","Spain",2006,"F",0
"France","Spain",2006,"F",0
"Germany","Spain",2006,"F",0
"Greece","Spain",2006,"F",0
"Iceland","Spain",2006,"F",0
"Ireland","Spain",2006,"F",0
"Israel","Spain",2006,"F",0
"Latvia","Spain",2006,"F",0
"Lithuania","Spain",2006,"F",0
"Macedonia","Spain",2006,"F",0
"Malta","Spain",2006,"F",0
"Moldova","Spain",2006,"F",0
"Monaco","Spain",2006,"F",0
"Netherlands","Spain",2006,"F",0
"Norway","Spain",2006,"F",0
"Poland","Spain",2006,"F",0
"Portugal","Spain",2006,"F",0
"Romania","Spain",2006,"F",0
"Russia","Spain",2006,"F",0
"Serbia and Montenegro","Spain",2006,"F",0
"Slovenia","Spain",2006,"F",0
"Sweden","Spain",2006,"F",0
"Switzerland","Spain",2006,"F",0
"Turkey","Spain",2006,"F",0
"Ukraine","Spain",2006,"F",0
"United Kingdom","Spain",2006,"F",0
"Albania","Malta",2006,"F",1
"Andorra","Malta",2006,"F",0
"Armenia","Malta",2006,"F",0
"Belarus","Malta",2006,"F",0
"Belgium","Malta",2006,"F",0
"Bosnia and Herzegovina","Malta",2006,"F",0
"Bulgaria","Malta",2006,"F",0
"Croatia","Malta",2006,"F",0
"Cyprus","Malta",2006,"F",0
"Denmark","Malta",2006,"F",0
"Estonia","Malta",2006,"F",0
"Finland","Malta",2006,"F",0
"France","Malta",2006,"F",0
"Germany","Malta",2006,"F",0
"Greece","Malta",2006,"F",0
"Iceland","Malta",2006,"F",0
"Ireland","Malta",2006,"F",0
"Israel","Malta",2006,"F",0
"Latvia","Malta",2006,"F",0
"Lithuania","Malta",2006,"F",0
"Macedonia","Malta",2006,"F",0
"Moldova","Malta",2006,"F",0
"Monaco","Malta",2006,"F",0
"Netherlands","Malta",2006,"F",0
"Norway","Malta",2006,"F",0
"Poland","Malta",2006,"F",0
"Portugal","Malta",2006,"F",0
"Romania","Malta",2006,"F",0
"Russia","Malta",2006,"F",0
"Serbia and Montenegro","Malta",2006,"F",0
"Slovenia","Malta",2006,"F",0
"Spain","Malta",2006,"F",0
"Sweden","Malta",2006,"F",0
"Switzerland","Malta",2006,"F",0
"Turkey","Malta",2006,"F",0
"Ukraine","Malta",2006,"F",0
"United Kingdom","Malta",2006,"F",0
"Albania","Germany",2006,"F",5
"Andorra","Germany",2006,"F",0
"Armenia","Germany",2006,"F",0
"Belarus","Germany",2006,"F",0
"Belgium","Germany",2006,"F",1
"Bosnia and Herzegovina","Germany",2006,"F",0
"Bulgaria","Germany",2006,"F",0
"Croatia","Germany",2006,"F",0
"Cyprus","Germany",2006,"F",3
"Denmark","Germany",2006,"F",3
"Estonia","Germany",2006,"F",0
"Finland","Germany",2006,"F",0
"France","Germany",2006,"F",0
"Greece","Germany",2006,"F",0
"Iceland","Germany",2006,"F",0
"Ireland","Germany",2006,"F",3
"Israel","Germany",2006,"F",0
"Latvia","Germany",2006,"F",3
"Lithuania","Germany",2006,"F",0
"Macedonia","Germany",2006,"F",0
"Malta","Germany",2006,"F",0
"Moldova","Germany",2006,"F",0
"Monaco","Germany",2006,"F",0
"Netherlands","Germany",2006,"F",0
"Norway","Germany",2006,"F",1
"Poland","Germany",2006,"F",0
"Portugal","Germany",2006,"F",0
"Romania","Germany",2006,"F",0
"Russia","Germany",2006,"F",0
"Serbia and Montenegro","Germany",2006,"F",0
"Slovenia","Germany",2006,"F",0
"Spain","Germany",2006,"F",5
"Sweden","Germany",2006,"F",0
"Switzerland","Germany",2006,"F",7
"Turkey","Germany",2006,"F",0
"Ukraine","Germany",2006,"F",0
"United Kingdom","Germany",2006,"F",5
"Albania","Denmark",2006,"F",0
"Andorra","Denmark",2006,"F",0
"Armenia","Denmark",2006,"F",0
"Belarus","Denmark",2006,"F",0
"Belgium","Denmark",2006,"F",0
"Bosnia and Herzegovina","Denmark",2006,"F",0
"Bulgaria","Denmark",2006,"F",0
"Croatia","Denmark",2006,"F",0
"Cyprus","Denmark",2006,"F",0
"Estonia","Denmark",2006,"F",1
"Finland","Denmark",2006,"F",3
"France","Denmark",2006,"F",0
"Germany","Denmark",2006,"F",0
"Greece","Denmark",2006,"F",0
"Iceland","Denmark",2006,"F",8
"Ireland","Denmark",2006,"F",0
"Israel","Denmark",2006,"F",0
"Latvia","Denmark",2006,"F",0
"Lithuania","Denmark",2006,"F",0
"Macedonia","Denmark",2006,"F",0
"Malta","Denmark",2006,"F",0
"Moldova","Denmark",2006,"F",0
"Monaco","Denmark",2006,"F",0
"Netherlands","Denmark",2006,"F",0
"Norway","Denmark",2006,"F",6
"Poland","Denmark",2006,"F",0
"Portugal","Denmark",2006,"F",0
"Romania","Denmark",2006,"F",0
"Russia","Denmark",2006,"F",0
"Serbia and Montenegro","Denmark",2006,"F",0
"Slovenia","Denmark",2006,"F",0
"Spain","Denmark",2006,"F",0
"Sweden","Denmark",2006,"F",8
"Switzerland","Denmark",2006,"F",0
"Turkey","Denmark",2006,"F",0
"Ukraine","Denmark",2006,"F",0
"United Kingdom","Denmark",2006,"F",0
"Albania","Russia",2006,"F",4
"Andorra","Russia",2006,"F",6
"Armenia","Russia",2006,"F",12
"Belarus","Russia",2006,"F",12
"Belgium","Russia",2006,"F",3
"Bosnia and Herzegovina","Russia",2006,"F",6
"Bulgaria","Russia",2006,"F",10
"Croatia","Russia",2006,"F",7
"Cyprus","Russia",2006,"F",2
"Denmark","Russia",2006,"F",2
"Estonia","Russia",2006,"F",10
"Finland","Russia",2006,"F",12
"France","Russia",2006,"F",2
"Germany","Russia",2006,"F",6
"Greece","Russia",2006,"F",8
"Iceland","Russia",2006,"F",5
"Ireland","Russia",2006,"F",5
"Israel","Russia",2006,"F",12
"Latvia","Russia",2006,"F",12
"Lithuania","Russia",2006,"F",12
"Macedonia","Russia",2006,"F",8
"Malta","Russia",2006,"F",5
"Moldova","Russia",2006,"F",10
"Monaco","Russia",2006,"F",0
"Netherlands","Russia",2006,"F",8
"Norway","Russia",2006,"F",3
"Poland","Russia",2006,"F",10
"Portugal","Russia",2006,"F",7
"Romania","Russia",2006,"F",8
"Serbia and Montenegro","Russia",2006,"F",5
"Slovenia","Russia",2006,"F",4
"Spain","Russia",2006,"F",7
"Sweden","Russia",2006,"F",7
"Switzerland","Russia",2006,"F",0
"Turkey","Russia",2006,"F",5
"Ukraine","Russia",2006,"F",12
"United Kingdom","Russia",2006,"F",1
"Albania","Macedonia",2006,"F",3
"Andorra","Macedonia",2006,"F",0
"Armenia","Macedonia",2006,"F",7
"Belarus","Macedonia",2006,"F",0
"Belgium","Macedonia",2006,"F",0
"Bosnia and Herzegovina","Macedonia",2006,"F",8
"Bulgaria","Macedonia",2006,"F",6
"Croatia","Macedonia",2006,"F",8
"Cyprus","Macedonia",2006,"F",0
"Denmark","Macedonia",2006,"F",0
"Estonia","Macedonia",2006,"F",0
"Finland","Macedonia",2006,"F",0
"France","Macedonia",2006,"F",0
"Germany","Macedonia",2006,"F",0
"Greece","Macedonia",2006,"F",0
"Iceland","Macedonia",2006,"F",0
"Ireland","Macedonia",2006,"F",0
"Israel","Macedonia",2006,"F",0
"Latvia","Macedonia",2006,"F",0
"Lithuania","Macedonia",2006,"F",0
"Malta","Macedonia",2006,"F",0
"Moldova","Macedonia",2006,"F",0
"Monaco","Macedonia",2006,"F",0
"Netherlands","Macedonia",2006,"F",0
"Norway","Macedonia",2006,"F",0
"Poland","Macedonia",2006,"F",0
"Portugal","Macedonia",2006,"F",0
"Romania","Macedonia",2006,"F",0
"Russia","Macedonia",2006,"F",0
"Serbia and Montenegro","Macedonia",2006,"F",8
"Slovenia","Macedonia",2006,"F",6
"Spain","Macedonia",2006,"F",0
"Sweden","Macedonia",2006,"F",0
"Switzerland","Macedonia",2006,"F",4
"Turkey","Macedonia",2006,"F",6
"Ukraine","Macedonia",2006,"F",0
"United Kingdom","Macedonia",2006,"F",0
"Albania","Romania",2006,"F",0
"Andorra","Romania",2006,"F",5
"Armenia","Romania",2006,"F",3
"Belarus","Romania",2006,"F",3
"Belgium","Romania",2006,"F",10
"Bosnia and Herzegovina","Romania",2006,"F",2
"Bulgaria","Romania",2006,"F",2
"Croatia","Romania",2006,"F",7
"Cyprus","Romania",2006,"F",10
"Denmark","Romania",2006,"F",6
"Estonia","Romania",2006,"F",4
"Finland","Romania",2006,"F",7
"France","Romania",2006,"F",1
"Germany","Romania",2006,"F",5
"Greece","Romania",2006,"F",6
"Iceland","Romania",2006,"F",3
"Ireland","Romania",2006,"F",5
"Israel","Romania",2006,"F",10
"Latvia","Romania",2006,"F",2
"Lithuania","Romania",2006,"F",1
"Macedonia","Romania",2006,"F",2
"Malta","Romania",2006,"F",10
"Moldova","Romania",2006,"F",12
"Monaco","Romania",2006,"F",2
"Netherlands","Romania",2006,"F",4
"Norway","Romania",2006,"F",4
"Poland","Romania",2006,"F",3
"Portugal","Romania",2006,"F",3
"Russia","Romania",2006,"F",4
"Serbia and Montenegro","Romania",2006,"F",2
"Slovenia","Romania",2006,"F",4
"Spain","Romania",2006,"F",12
"Sweden","Romania",2006,"F",6
"Switzerland","Romania",2006,"F",1
"Turkey","Romania",2006,"F",3
"Ukraine","Romania",2006,"F",6
"United Kingdom","Romania",2006,"F",6
"Albania","Bosnia and Herzegovina",2006,"F",12
"Andorra","Bosnia and Herzegovina",2006,"F",0
"Armenia","Bosnia and Herzegovina",2006,"F",5
"Belarus","Bosnia and Herzegovina",2006,"F",4
"Belgium","Bosnia and Herzegovina",2006,"F",6
"Bulgaria","Bosnia and Herzegovina",2006,"F",7
"Croatia","Bosnia and Herzegovina",2006,"F",12
"Cyprus","Bosnia and Herzegovina",2006,"F",8
"Denmark","Bosnia and Herzegovina",2006,"F",8
"Estonia","Bosnia and Herzegovina",2006,"F",0
"Finland","Bosnia and Herzegovina",2006,"F",10
"France","Bosnia and Herzegovina",2006,"F",6
"Germany","Bosnia and Herzegovina",2006,"F",7
"Greece","Bosnia and Herzegovina",2006,"F",6
"Iceland","Bosnia and Herzegovina",2006,"F",3
"Ireland","Bosnia and Herzegovina",2006,"F",2
"Israel","Bosnia and Herzegovina",2006,"F",2
"Latvia","Bosnia and Herzegovina",2006,"F",0
"Lithuania","Bosnia and Herzegovina",2006,"F",4
"Macedonia","Bosnia and Herzegovina",2006,"F",12
"Malta","Bosnia and Herzegovina",2006,"F",0
"Moldova","Bosnia and Herzegovina",2006,"F",5
"Monaco","Bosnia and Herzegovina",2006,"F",12
"Netherlands","Bosnia and Herzegovina",2006,"F",2
"Norway","Bosnia and Herzegovina",2006,"F",8
"Poland","Bosnia and Herzegovina",2006,"F",4
"Portugal","Bosnia and Herzegovina",2006,"F",2
"Romania","Bosnia and Herzegovina",2006,"F",7
"Russia","Bosnia and Herzegovina",2006,"F",6
"Serbia and Montenegro","Bosnia and Herzegovina",2006,"F",12
"Slovenia","Bosnia and Herzegovina",2006,"F",12
"Spain","Bosnia and Herzegovina",2006,"F",1
"Sweden","Bosnia and Herzegovina",2006,"F",10
"Switzerland","Bosnia and Herzegovina",2006,"F",12
"Turkey","Bosnia and Herzegovina",2006,"F",12
"Ukraine","Bosnia and Herzegovina",2006,"F",10
"United Kingdom","Bosnia and Herzegovina",2006,"F",0
"Albania","Lithuania",2006,"F",0
"Andorra","Lithuania",2006,"F",7
"Armenia","Lithuania",2006,"F",0
"Belarus","Lithuania",2006,"F",6
"Belgium","Lithuania",2006,"F",4
"Bosnia and Herzegovina","Lithuania",2006,"F",0
"Bulgaria","Lithuania",2006,"F",1
"Croatia","Lithuania",2006,"F",6
"Cyprus","Lithuania",2006,"F",6
"Denmark","Lithuania",2006,"F",7
"Estonia","Lithuania",2006,"F",8
"Finland","Lithuania",2006,"F",8
"France","Lithuania",2006,"F",0
"Germany","Lithuania",2006,"F",1
"Greece","Lithuania",2006,"F",4
"Iceland","Lithuania",2006,"F",10
"Ireland","Lithuania",2006,"F",12
"Israel","Lithuania",2006,"F",3
"Latvia","Lithuania",2006,"F",10
"Macedonia","Lithuania",2006,"F",3
"Malta","Lithuania",2006,"F",1
"Moldova","Lithuania",2006,"F",4
"Monaco","Lithuania",2006,"F",7
"Netherlands","Lithuania",2006,"F",4
"Norway","Lithuania",2006,"F",5
"Poland","Lithuania",2006,"F",8
"Portugal","Lithuania",2006,"F",4
"Romania","Lithuania",2006,"F",0
"Russia","Lithuania",2006,"F",5
"Serbia and Montenegro","Lithuania",2006,"F",3
"Slovenia","Lithuania",2006,"F",3
"Spain","Lithuania",2006,"F",4
"Sweden","Lithuania",2006,"F",3
"Switzerland","Lithuania",2006,"F",0
"Turkey","Lithuania",2006,"F",0
"Ukraine","Lithuania",2006,"F",5
"United Kingdom","Lithuania",2006,"F",10
"Albania","United Kingdom",2006,"F",0
"Andorra","United Kingdom",2006,"F",2
"Armenia","United Kingdom",2006,"F",0
"Belarus","United Kingdom",2006,"F",0
"Belgium","United Kingdom",2006,"F",0
"Bosnia and Herzegovina","United Kingdom",2006,"F",0
"Bulgaria","United Kingdom",2006,"F",0
"Croatia","United Kingdom",2006,"F",1
"Cyprus","United Kingdom",2006,"F",0
"Denmark","United Kingdom",2006,"F",4
"Estonia","United Kingdom",2006,"F",2
"Finland","United Kingdom",2006,"F",0
"France","United Kingdom",2006,"F",0
"Germany","United Kingdom",2006,"F",0
"Greece","United Kingdom",2006,"F",0
"Iceland","United Kingdom",2006,"F",0
"Ireland","United Kingdom",2006,"F",8
"Israel","United Kingdom",2006,"F",0
"Latvia","United Kingdom",2006,"F",1
"Lithuania","United Kingdom",2006,"F",0
"Macedonia","United Kingdom",2006,"F",0
"Malta","United Kingdom",2006,"F",3
"Moldova","United Kingdom",2006,"F",0
"Monaco","United Kingdom",2006,"F",0
"Netherlands","United Kingdom",2006,"F",1
"Norway","United Kingdom",2006,"F",2
"Poland","United Kingdom",2006,"F",1
"Portugal","United Kingdom",2006,"F",0
"Romania","United Kingdom",2006,"F",0
"Russia","United Kingdom",2006,"F",0
"Serbia and Montenegro","United Kingdom",2006,"F",0
"Slovenia","United Kingdom",2006,"F",0
"Spain","United Kingdom",2006,"F",0
"Sweden","United Kingdom",2006,"F",0
"Switzerland","United Kingdom",2006,"F",0
"Turkey","United Kingdom",2006,"F",0
"Ukraine","United Kingdom",2006,"F",0
"Albania","Greece",2006,"F",8
"Andorra","Greece",2006,"F",1
"Armenia","Greece",2006,"F",8
"Belarus","Greece",2006,"F",2
"Belgium","Greece",2006,"F",10
"Bosnia and Herzegovina","Greece",2006,"F",1
"Bulgaria","Greece",2006,"F",12
"Croatia","Greece",2006,"F",0
"Cyprus","Greece",2006,"F",5
"Denmark","Greece",2006,"F",0
"Estonia","Greece",2006,"F",0
"Finland","Greece",2006,"F",1
"France","Greece",2006,"F",5
"Germany","Greece",2006,"F",8
"Iceland","Greece",2006,"F",0
"Ireland","Greece",2006,"F",0
"Israel","Greece",2006,"F",0
"Latvia","Greece",2006,"F",0
"Lithuania","Greece",2006,"F",3
"Macedonia","Greece",2006,"F",7
"Malta","Greece",2006,"F",8
"Moldova","Greece",2006,"F",1
"Monaco","Greece",2006,"F",0
"Netherlands","Greece",2006,"F",12
"Norway","Greece",2006,"F",0
"Poland","Greece",2006,"F",0
"Portugal","Greece",2006,"F",0
"Romania","Greece",2006,"F",10
"Russia","Greece",2006,"F",0
"Serbia and Montenegro","Greece",2006,"F",6
"Slovenia","Greece",2006,"F",0
"Spain","Greece",2006,"F",0
"Sweden","Greece",2006,"F",4
"Switzerland","Greece",2006,"F",5
"Turkey","Greece",2006,"F",4
"Ukraine","Greece",2006,"F",0
"United Kingdom","Greece",2006,"F",7
"Albania","Finland",2006,"F",0
"Andorra","Finland",2006,"F",10
"Armenia","Finland",2006,"F",0
"Belarus","Finland",2006,"F",7
"Belgium","Finland",2006,"F",8
"Bosnia and Herzegovina","Finland",2006,"F",7
"Bulgaria","Finland",2006,"F",5
"Croatia","Finland",2006,"F",10
"Cyprus","Finland",2006,"F",7
"Denmark","Finland",2006,"F",12
"Estonia","Finland",2006,"F",12
"France","Finland",2006,"F",8
"Germany","Finland",2006,"F",10
"Greece","Finland",2006,"F",12
"Iceland","Finland",2006,"F",12
"Ireland","Finland",2006,"F",10
"Israel","Finland",2006,"F",7
"Latvia","Finland",2006,"F",8
"Lithuania","Finland",2006,"F",10
"Macedonia","Finland",2006,"F",6
"Malta","Finland",2006,"F",7
"Moldova","Finland",2006,"F",6
"Monaco","Finland",2006,"F",0
"Netherlands","Finland",2006,"F",5
"Norway","Finland",2006,"F",12
"Poland","Finland",2006,"F",12
"Portugal","Finland",2006,"F",6
"Romania","Finland",2006,"F",4
"Russia","Finland",2006,"F",8
"Serbia and Montenegro","Finland",2006,"F",7
"Slovenia","Finland",2006,"F",8
"Spain","Finland",2006,"F",10
"Sweden","Finland",2006,"F",12
"Switzerland","Finland",2006,"F",8
"Turkey","Finland",2006,"F",7
"Ukraine","Finland",2006,"F",7
"United Kingdom","Finland",2006,"F",12
"Albania","Ukraine",2006,"F",0
"Andorra","Ukraine",2006,"F",5
"Armenia","Ukraine",2006,"F",10
"Belarus","Ukraine",2006,"F",10
"Belgium","Ukraine",2006,"F",0
"Bosnia and Herzegovina","Ukraine",2006,"F",5
"Bulgaria","Ukraine",2006,"F",3
"Croatia","Ukraine",2006,"F",4
"Cyprus","Ukraine",2006,"F",1
"Denmark","Ukraine",2006,"F",0
"Estonia","Ukraine",2006,"F",5
"Finland","Ukraine",2006,"F",2
"France","Ukraine",2006,"F",0
"Germany","Ukraine",2006,"F",0
"Greece","Ukraine",2006,"F",5
"Iceland","Ukraine",2006,"F",6
"Ireland","Ukraine",2006,"F",1
"Israel","Ukraine",2006,"F",6
"Latvia","Ukraine",2006,"F",5
"Lithuania","Ukraine",2006,"F",7
"Macedonia","Ukraine",2006,"F",5
"Malta","Ukraine",2006,"F",2
"Moldova","Ukraine",2006,"F",8
"Monaco","Ukraine",2006,"F",2
"Netherlands","Ukraine",2006,"F",6
"Norway","Ukraine",2006,"F",0
"Poland","Ukraine",2006,"F",6
"Portugal","Ukraine",2006,"F",12
"Romania","Ukraine",2006,"F",3
"Russia","Ukraine",2006,"F",10
"Serbia and Montenegro","Ukraine",2006,"F",2
"Slovenia","Ukraine",2006,"F",2
"Spain","Ukraine",2006,"F",3
"Sweden","Ukraine",2006,"F",1
"Switzerland","Ukraine",2006,"F",0
"Turkey","Ukraine",2006,"F",8
"United Kingdom","Ukraine",2006,"F",0
"Albania","France",2006,"F",0
"Andorra","France",2006,"F",0
"Armenia","France",2006,"F",2
"Belarus","France",2006,"F",0
"Belgium","France",2006,"F",0
"Bosnia and Herzegovina","France",2006,"F",0
"Bulgaria","France",2006,"F",0
"Croatia","France",2006,"F",0
"Cyprus","France",2006,"F",0
"Denmark","France",2006,"F",0
"Estonia","France",2006,"F",0
"Finland","France",2006,"F",0
"Germany","France",2006,"F",0
"Greece","France",2006,"F",0
"Iceland","France",2006,"F",0
"Ireland","France",2006,"F",0
"Israel","France",2006,"F",0
"Latvia","France",2006,"F",0
"Lithuania","France",2006,"F",0
"Macedonia","France",2006,"F",0
"Malta","France",2006,"F",0
"Moldova","France",2006,"F",0
"Monaco","France",2006,"F",3
"Netherlands","France",2006,"F",0
"Norway","France",2006,"F",0
"Poland","France",2006,"F",0
"Portugal","France",2006,"F",0
"Romania","France",2006,"F",0
"Russia","France",2006,"F",0
"Serbia and Montenegro","France",2006,"F",0
"Slovenia","France",2006,"F",0
"Spain","France",2006,"F",0
"Sweden","France",2006,"F",0
"Switzerland","France",2006,"F",0
"Turkey","France",2006,"F",0
"Ukraine","France",2006,"F",0
"United Kingdom","France",2006,"F",0
"Albania","Croatia",2006,"F",0
"Andorra","Croatia",2006,"F",0
"Armenia","Croatia",2006,"F",0
"Belarus","Croatia",2006,"F",0
"Belgium","Croatia",2006,"F",0
"Bosnia and Herzegovina","Croatia",2006,"F",12
"Bulgaria","Croatia",2006,"F",0
"Cyprus","Croatia",2006,"F",0
"Denmark","Croatia",2006,"F",0
"Estonia","Croatia",2006,"F",0
"Finland","Croatia",2006,"F",0
"France","Croatia",2006,"F",0
"Germany","Croatia",2006,"F",2
"Greece","Croatia",2006,"F",0
"Iceland","Croatia",2006,"F",0
"Ireland","Croatia",2006,"F",0
"Israel","Croatia",2006,"F",0
"Latvia","Croatia",2006,"F",0
"Lithuania","Croatia",2006,"F",0
"Macedonia","Croatia",2006,"F",10
"Malta","Croatia",2006,"F",0
"Moldova","Croatia",2006,"F",0
"Monaco","Croatia",2006,"F",4
"Netherlands","Croatia",2006,"F",0
"Norway","Croatia",2006,"F",0
"Poland","Croatia",2006,"F",0
"Portugal","Croatia",2006,"F",0
"Romania","Croatia",2006,"F",0
"Russia","Croatia",2006,"F",0
"Serbia and Montenegro","Croatia",2006,"F",10
"Slovenia","Croatia",2006,"F",10
"Spain","Croatia",2006,"F",0
"Sweden","Croatia",2006,"F",0
"Switzerland","Croatia",2006,"F",6
"Turkey","Croatia",2006,"F",2
"Ukraine","Croatia",2006,"F",0
"United Kingdom","Croatia",2006,"F",0
"Albania","Ireland",2006,"F",0
"Andorra","Ireland",2006,"F",4
"Armenia","Ireland",2006,"F",3
"Belarus","Ireland",2006,"F",0
"Belgium","Ireland",2006,"F",0
"Bosnia and Herzegovina","Ireland",2006,"F",0
"Bulgaria","Ireland",2006,"F",0
"Croatia","Ireland",2006,"F",2
"Cyprus","Ireland",2006,"F",4
"Denmark","Ireland",2006,"F",5
"Estonia","Ireland",2006,"F",6
"Finland","Ireland",2006,"F",4
"France","Ireland",2006,"F",1
"Germany","Ireland",2006,"F",4
"Greece","Ireland",2006,"F",0
"Iceland","Ireland",2006,"F",1
"Israel","Ireland",2006,"F",0
"Latvia","Ireland",2006,"F",4
"Lithuania","Ireland",2006,"F",6
"Macedonia","Ireland",2006,"F",0
"Malta","Ireland",2006,"F",4
"Moldova","Ireland",2006,"F",0
"Monaco","Ireland",2006,"F",10
"Netherlands","Ireland",2006,"F",0
"Norway","Ireland",2006,"F",7
"Poland","Ireland",2006,"F",2
"Portugal","Ireland",2006,"F",5
"Romania","Ireland",2006,"F",2
"Russia","Ireland",2006,"F",0
"Serbia and Montenegro","Ireland",2006,"F",0
"Slovenia","Ireland",2006,"F",1
"Spain","Ireland",2006,"F",0
"Sweden","Ireland",2006,"F",5
"Switzerland","Ireland",2006,"F",3
"Turkey","Ireland",2006,"F",0
"Ukraine","Ireland",2006,"F",2
"United Kingdom","Ireland",2006,"F",8
"Albania","Sweden",2006,"F",10
"Andorra","Sweden",2006,"F",8
"Armenia","Sweden",2006,"F",6
"Belarus","Sweden",2006,"F",5
"Belgium","Sweden",2006,"F",5
"Bosnia and Herzegovina","Sweden",2006,"F",3
"Bulgaria","Sweden",2006,"F",0
"Croatia","Sweden",2006,"F",3
"Cyprus","Sweden",2006,"F",0
"Denmark","Sweden",2006,"F",10
"Estonia","Sweden",2006,"F",7
"Finland","Sweden",2006,"F",7
"France","Sweden",2006,"F",3
"Germany","Sweden",2006,"F",0
"Greece","Sweden",2006,"F",0
"Iceland","Sweden",2006,"F",7
"Ireland","Sweden",2006,"F",7
"Israel","Sweden",2006,"F",5
"Latvia","Sweden",2006,"F",7
"Lithuania","Sweden",2006,"F",5
"Macedonia","Sweden",2006,"F",1
"Malta","Sweden",2006,"F",6
"Moldova","Sweden",2006,"F",2
"Monaco","Sweden",2006,"F",5
"Netherlands","Sweden",2006,"F",0
"Norway","Sweden",2006,"F",10
"Poland","Sweden",2006,"F",7
"Portugal","Sweden",2006,"F",8
"Romania","Sweden",2006,"F",5
"Russia","Sweden",2006,"F",2
"Serbia and Montenegro","Sweden",2006,"F",1
"Slovenia","Sweden",2006,"F",7
"Spain","Sweden",2006,"F",6
"Switzerland","Sweden",2006,"F",2
"Turkey","Sweden",2006,"F",0
"Ukraine","Sweden",2006,"F",6
"United Kingdom","Sweden",2006,"F",4
"Albania","Turkey",2006,"F",7
"Andorra","Turkey",2006,"F",0
"Armenia","Turkey",2006,"F",0
"Belarus","Turkey",2006,"F",0
"Belgium","Turkey",2006,"F",7
"Bosnia and Herzegovina","Turkey",2006,"F",10
